,name,artist,release_date,length,acousticness,danceability,instrumentalness,loudness,liveness,tempo,energy,speechiness,valence,time_signature,popularity
521,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2018,175.0,0.15755304715909085,0.66,0.169678918465909,-4.0,0.08,103.0,0.71,0.05,0.74,3.9829545454545454,82
522,Silence,Marshmello,2018,181.0,0.39399999999999996,0.52,0.155,-3.0,0.17,142.0,0.76,0.09,0.29,4.0,82
523,Sorry Not Sorry,Demi Lovato,2018,204.0,0.15755304715909085,0.71,0.169678918465909,-7.0,0.26,144.0,0.64,0.23,0.89,3.9829545454545454,81
524,Shallow - Radio Edit,Lady Gaga,2018,217.0,0.15755304715909085,0.5700000000000001,0.169678918465909,-7.0,0.09,96.0,0.33,0.03,0.28,3.9829545454545454,80
525,These Days,Rudimental,2018,211.0,0.15755304715909085,0.65,0.169678918465909,-4.0,0.17,92.0,0.81,0.05,0.55,3.9829545454545454,80
526,What Lovers Do (feat. SZA),Maroon 5,2018,200.0,0.000202,0.8,0.8740000000000001,-5.0,0.1,110.0,0.6,0.06,0.42,4.0,79
527,Finesse - Remix; feat. Cardi B,Bruno Mars,2018,217.0,0.0185,0.7000000000000001,0.0,-5.0,0.02,105.0,0.86,0.1,0.93,4.0,78
528,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2018,260.0,0.779,0.59,0.0,-7.0,0.12,95.0,0.3,0.03,0.36,3.0,78
529,Bad At Love,Halsey,2018,181.0,0.15755304715909085,0.68,0.169678918465909,-4.0,0.09,118.0,0.75,0.03,0.61,3.9829545454545454,78
530,Him & I (with Halsey),G-Eazy,2018,269.0,0.0534,0.59,0.0,-6.0,0.31,88.0,0.73,0.09,0.19,4.0,78
531,Friends (with BloodPop®),Justin Bieber,2018,189.0,0.00389,0.74,0.0,-5.0,0.3,105.0,0.73,0.04,0.62,4.0,77
532,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2018,204.0,0.0287,0.67,0.0,-3.0,0.12,98.0,0.67,0.07,0.63,4.0,76
533,My My My!,Troye Sivan,2018,205.0,0.004070000000000001,0.7000000000000001,0.000151,-8.0,0.05,103.0,0.46,0.08,0.48,4.0,76
534,Capital Letters,Hailee Steinfeld,2018,219.0,0.15755304715909085,0.66,0.169678918465909,-6.0,0.05,100.0,0.81,0.08,0.46,3.9829545454545454,76
535,Sick Boy,The Chainsmokers,2018,193.0,0.0221,0.66,0.0,-8.0,0.12,90.0,0.58,0.05,0.45,4.0,76
536,Tequila,Dan + Shay,2018,196.0,0.11199999999999999,0.47,0.0,-6.0,0.13,86.0,0.59,0.03,0.5,4.0,76
537,Look What You Made Me Do,Taylor Swift,2018,212.0,0.15755304715909085,0.77,0.169678918465909,-6.0,0.13,128.0,0.71,0.12,0.51,3.9829545454545454,75
538,Youth (feat. Khalid),Shawn Mendes,2018,191.0,0.56,0.53,0.0,-7.0,0.13,100.0,0.6,0.12,0.32,4.0,75
539,Bad Liar,Selena Gomez,2018,215.0,0.15755304715909085,0.97,0.169678918465909,-6.0,0.08,121.0,0.41,0.07,0.73,3.9829545454545454,75
540,Anywhere,Rita Ora,2018,215.0,0.15755304715909085,0.63,0.169678918465909,-4.0,0.1,107.0,0.8,0.06,0.32,3.9829545454545454,74
541,Say Something,Justin Timberlake,2018,279.0,0.15755304715909085,0.71,0.169678918465909,-7.0,0.08,97.0,0.63,0.08,0.37,3.9829545454545454,74
542,Chun-Li,Nicki Minaj,2018,192.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-5.0,0.11,129.0,0.73,0.37,0.48,3.9829545454545454,73
543,Sign of the Times,Harry Styles,2018,341.0,0.15755304715909085,0.52,0.169678918465909,-5.0,0.11,120.0,0.5700000000000001,0.03,0.21,3.9829545454545454,72
544,Familiar,Liam Payne,2018,197.0,0.15755304715909085,0.64,0.169678918465909,-5.0,0.08,93.0,0.81,0.33,0.91,3.9829545454545454,72
545,Let Me,ZAYN,2018,185.0,0.15755304715909085,0.46,0.169678918465909,-6.0,0.1,168.0,0.5700000000000001,0.05,0.19,3.9829545454545454,72
546,Supernova,Ansel Elgort,2018,191.0,0.15755304715909085,0.77,0.169678918465909,-5.0,0.21,140.0,0.62,0.1,0.68,3.9829545454545454,72
547,Nervous,Shawn Mendes,2018,164.0,0.15755304715909085,0.84,0.169678918465909,-7.0,0.13,122.0,0.62,0.08,0.74,3.9829545454545454,71
548,First Time,Kygo,2018,194.0,0.15755304715909085,0.63,0.169678918465909,-7.0,0.1,90.0,0.59,0.11,0.68,3.9829545454545454,71
549,End Game,Taylor Swift,2018,245.0,0.15755304715909085,0.65,0.169678918465909,-6.0,0.11,159.0,0.59,0.06,0.15,3.9829545454545454,70
550,Mi Gente (feat. Beyoncé),J Balvin,2018,210.0,0.0223,0.76,0.0,-6.0,0.23,105.0,0.72,0.08,0.47,4.0,68
551,Lemon,N.E.R.D,2018,220.0,0.15755304715909085,0.92,0.169678918465909,-7.0,0.12,95.0,0.73,0.09,0.2,3.9829545454545454,68
552,For You (With Rita Ora),Liam Payne,2018,243.0,0.0105,0.54,0.0,-5.0,0.42,113.0,0.8,0.03,0.18,4.0,67
553,Want To,Dua Lipa,2018,212.0,0.15755304715909085,0.5700000000000001,0.169678918465909,-5.0,0.06,92.0,0.6900000000000001,0.12,0.32,3.9829545454545454,67
554,What I Need (feat. Kehlani),Hayley Kiyoko,2018,220.0,0.15755304715909085,0.63,0.169678918465909,-4.0,0.16,104.0,0.79,0.06,0.41,3.9829545454545454,67
555,Wait,Maroon 5,2018,191.0,0.15755304715909085,0.66,0.169678918465909,-5.0,0.11,126.0,0.6,0.06,0.45,3.9829545454545454,67
556,What About Us,P!nk,2018,272.0,0.799,0.39,1.39e-05,-6.0,0.09,114.0,0.59,0.06,0.19,4.0,66
557,Kissing Strangers,DNCE,2018,202.0,0.15755304715909085,0.77,0.169678918465909,-6.0,0.09,120.0,0.74,0.04,0.86,3.9829545454545454,66
558,2U (feat. Justin Bieber),David Guetta,2018,195.0,0.272,0.53,0.9259999999999999,-7.0,0.23,145.0,0.61,0.06,0.53,3.0,65
559,Walk On Water (feat. Beyoncé),Eminem,2018,304.0,0.15755304715909085,0.48,0.169678918465909,-10.0,0.64,82.0,0.44,0.24,0.62,3.9829545454545454,65
560,This Town,Niall Horan,2018,233.0,0.15755304715909085,0.68,0.169678918465909,-8.0,0.12,112.0,0.41,0.03,0.2,3.9829545454545454,64
561,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,2018,221.0,0.15755304715909085,0.73,0.169678918465909,-4.0,0.1,94.0,0.6900000000000001,0.05,0.42,3.9829545454545454,64
562,MOVE TO MIAMI,Enrique Iglesias,2018,169.0,0.15755304715909085,0.76,0.169678918465909,-4.0,0.07,100.0,0.87,0.05,0.9,3.9829545454545454,64
563,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,2018,186.0,0.15755304715909085,0.75,0.169678918465909,-5.0,0.11,100.0,0.64,0.09,0.45,3.9829545454545454,64
564,Filthy,Justin Timberlake,2018,294.0,0.15755304715909085,0.75,0.169678918465909,-6.0,0.25,97.0,0.58,0.14,0.65,3.9829545454545454,62
565,Never Be the Same - Radio Edit,Camila Cabello,2018,227.0,0.15755304715909085,0.63,0.169678918465909,-4.0,0.12,130.0,0.6900000000000001,0.09,0.25,3.9829545454545454,57
566,Ferrari,Bebe Rexha,2018,213.0,0.15755304715909085,0.58,0.169678918465909,-6.0,0.1,77.0,0.48,0.03,0.42,3.9829545454545454,57
567,Supplies,Justin Timberlake,2018,226.0,0.15755304715909085,0.79,0.169678918465909,-7.0,0.13,120.0,0.55,0.05,0.23,3.9829545454545454,57
568,Boom Boom,RedOne,2018,248.0,0.15755304715909085,0.75,0.169678918465909,-8.0,0.2,110.0,0.76,0.05,0.58,3.9829545454545454,53
569,...Ready For It? - BloodPop® Remix,Taylor Swift,2018,190.0,0.15755304715909085,0.58,0.169678918465909,-5.0,0.1,160.0,0.84,0.22,0.5,3.9829545454545454,52
570,Drip (feat. Migos),Cardi B,2018,264.0,0.0511,0.97,0.0,-8.0,0.08,130.0,0.59,0.26,0.27,4.0,45
571,Tell Me You Love Me - NOTD Remix,Demi Lovato,2018,182.0,0.15755304715909085,0.58,0.169678918465909,-5.0,0.09,102.0,0.77,0.08,0.76,3.9829545454545454,44
572,Memories,Maroon 5,2019,189.0,0.15755304715909085,0.76,0.169678918465909,-7.0,0.08,91.0,0.32,0.05,0.5700000000000001,3.9829545454545454,99
573,Lose You To Love Me,Selena Gomez,2019,206.0,0.15755304715909085,0.51,0.169678918465909,-9.0,0.21,102.0,0.34,0.04,0.09,3.9829545454545454,97
574,Someone You Loved,Lewis Capaldi,2019,182.0,0.15755304715909085,0.5,0.169678918465909,-6.0,0.11,110.0,0.41,0.03,0.45,3.9829545454545454,96
575,Señorita,Shawn Mendes,2019,191.0,0.15755304715909085,0.76,0.169678918465909,-6.0,0.09,117.0,0.54,0.03,0.75,3.9829545454545454,95
576,How Do You Sleep?,Sam Smith,2019,202.0,0.153,0.48,0.0,-5.0,0.08,111.0,0.68,0.09,0.35000000000000003,5.0,93
577,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019,204.0,0.15755304715909085,0.86,0.169678918465909,-6.0,0.09,98.0,0.62,0.08,0.67,3.9829545454545454,92
578,Trampoline (with ZAYN),SHAED,2019,184.0,0.56,0.62,0.0,-6.0,0.14,127.0,0.46,0.03,0.5,4.0,92
579,Happier,Marshmello,2019,214.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-3.0,0.17,100.0,0.79,0.05,0.67,3.9829545454545454,90
580,Truth Hurts,Lizzo,2019,173.0,0.15755304715909085,0.72,0.169678918465909,-3.0,0.12,158.0,0.62,0.11,0.41,3.9829545454545454,90
581,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019,159.0,0.15755304715909085,0.67,0.169678918465909,-3.0,0.74,96.0,0.89,0.06,0.48,3.9829545454545454,90
582,Higher Love,Kygo,2019,228.0,0.15755304715909085,0.6900000000000001,0.169678918465909,-7.0,0.1,104.0,0.68,0.03,0.4,3.9829545454545454,88
583,Only Human,Jonas Brothers,2019,183.0,0.15755304715909085,0.8,0.169678918465909,-6.0,0.06,94.0,0.5,0.07,0.87,3.9829545454545454,87
584,Beautiful People (feat. Khalid),Ed Sheeran,2019,198.0,0.124,0.64,0.0,-8.0,0.08,93.0,0.65,0.19,0.55,4.0,86
585,Sucker,Jonas Brothers,2019,181.0,0.15755304715909085,0.84,0.169678918465909,-5.0,0.11,138.0,0.73,0.06,0.95,3.9829545454545454,86
586,Don't Call Me Up,Mabel,2019,178.0,0.15755304715909085,0.67,0.169678918465909,-3.0,0.08,99.0,0.88,0.15,0.23,3.9829545454545454,86
587,I Don't Care (with Justin Bieber),Ed Sheeran,2019,220.0,0.15755304715909085,0.8,0.169678918465909,-5.0,0.09,102.0,0.68,0.04,0.84,3.9829545454545454,85
588,Talk (feat. Disclosure),Khalid,2019,198.0,0.051,0.9,0.0,-9.0,0.06,136.0,0.4,0.13,0.35000000000000003,4.0,84
589,Giant (with Rag'n'Bone Man),Calvin Harris,2019,229.0,0.016,0.81,0.000503,-4.0,0.08,122.0,0.89,0.04,0.61,4.0,84
590,Takeaway,The Chainsmokers,2019,210.0,0.126,0.53,0.0,-8.0,0.1,100.0,0.51,0.03,0.35000000000000003,4.0,83
591,All Around The World (La La La),R3HAB,2019,148.0,0.15755304715909085,0.73,0.169678918465909,-5.0,0.11,125.0,0.86,0.03,0.52,3.9829545454545454,82
592,Girls Like You (feat. Cardi B),Maroon 5,2019,236.0,0.21100000000000002,0.85,0.853,-7.0,0.13,125.0,0.54,0.05,0.45,4.0,81
593,Call You Mine,The Chainsmokers,2019,218.0,0.004070000000000001,0.59,6.13e-06,-6.0,0.34,104.0,0.7000000000000001,0.03,0.52,4.0,81
594,No Guidance (feat. Drake),Chris Brown,2019,261.0,0.12300000000000001,0.7000000000000001,0.0,-7.0,0.16,93.0,0.45,0.15,0.14,4.0,81
595,Antisocial (with Travis Scott),Ed Sheeran,2019,162.0,0.132,0.72,0.0,-5.0,0.36,152.0,0.8200000000000001,0.05,0.91,4.0,78
596,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019,213.0,0.157,0.84,4.82e-06,-4.0,0.06,96.0,0.8,0.23,0.62,4.0,77
597,Con Calma - Remix,Daddy Yankee,2019,181.0,0.15755304715909085,0.74,0.169678918465909,-3.0,0.04,94.0,0.87,0.05,0.61,3.9829545454545454,76
598,Find U Again (feat. Camila Cabello),Mark Ronson,2019,176.0,0.15755304715909085,0.61,0.169678918465909,-7.0,0.2,104.0,0.66,0.03,0.16,3.9829545454545454,75
599,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,2019,206.0,0.15755304715909085,0.75,0.169678918465909,-6.0,0.07,95.0,0.79,0.12,0.61,3.9829545454545454,75
600,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,2019,260.0,0.073,0.53,0.0,-5.0,0.09,136.0,0.76,0.34,0.65,5.0,70
601,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019,217.0,0.0016899999999999999,0.6,0.858,-6.0,0.42,114.0,0.79,0.07,0.24,4.0,69
602,Kills You Slowly,The Chainsmokers,2019,213.0,0.0059299999999999995,0.7000000000000001,0.0048200000000000005,-9.0,0.13,150.0,0.44,0.06,0.23,4.0,67
603,WAP (feat. Megan Thee Stallion),Cardi B,2020,187.541,0.0194,0.935,0.0,-7.508999999999999,0.0824,133.07299999999998,0.45399999999999996,0.375,0.35700000000000004,4.0,95
604,Laugh Now Cry Later (feat. Lil Durk),Drake,2020,261.492,0.244,0.7609999999999999,3.47e-05,-8.871,0.107,133.976,0.518,0.134,0.522,4.0,91
605,Dynamite,BTS,2020,199.053,0.0112,0.746,0.0,-4.41,0.0936,114.044,0.765,0.0993,0.737,4.0,0
606,Mood (feat. Iann Dior),24kGoldn,2020,140.525,0.221,0.7,0.0,-3.5580000000000003,0.272,90.98899999999999,0.722,0.0369,0.7559999999999999,4.0,87
607,ROCKSTAR (feat. Roddy Ricch),DaBaby,2020,181.733,0.247,0.746,0.0,-7.956,0.10099999999999999,89.977,0.69,0.16399999999999998,0.4970000000000001,4.0,100
608,Wishing Well,Juice WRLD,2020,194.62099999999998,0.00336,0.65,0.0,-6.13,0.267,149.972,0.613,0.128,0.0804,4.0,89
609,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,2020,227.47799999999998,0.0631,0.904,0.0,-5.224,0.185,145.013,0.723,0.26,0.835,4.0,93
610,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020,190.476,0.114,0.823,0.0,-6.606,0.193,125.971,0.586,0.2,0.34700000000000003,4.0,92
611,Smile (with The Weeknd),Juice WRLD,2020,196.18,0.22399999999999998,0.6940000000000001,0.0,-6.535,0.124,158.83100000000005,0.685,0.133,0.306,4.0,87
612,Come & Go (with Marshmello),Juice WRLD,2020,205.484,0.0172,0.625,0.0,-5.181,0.158,144.991,0.8140000000000001,0.0657,0.535,4.0,88
613,Watermelon Sugar,Harry Styles,2019,174.0,0.122,0.5479999999999999,0.0,-4.209,0.335,95.39,0.816,0.0465,0.557,4.0,97
614,Mood Swings (feat. Lil Tjay),Pop Smoke,2020,213.333,0.48700000000000004,0.48,0.0,-6.335,0.0848,179.798,0.602,0.368,0.26899999999999996,4.0,91
615,7 Summers,Morgan Wallen,2020,210.122,0.431,0.625,5.2300000000000004e-05,-5.199,0.12,101.961,0.775,0.0248,0.588,4.0,82
616,Blinding Lights,The Weeknd,2020,200.04,0.00146,0.514,9.54e-05,-5.934,0.0897,171.005,0.73,0.0598,0.33399999999999996,4.0,99
617,Lemonade,Internet Money,2020,195.428,0.256,0.799,0.0,-6.153,0.111,140.04,0.66,0.079,0.47100000000000003,4.0,81
618,Heather,Conan Gray,2020,198.04,0.584,0.35700000000000004,0.0,-7.301,0.322,102.07799999999999,0.425,0.0333,0.27,3.0,89
619,Savage Love (Laxed - Siren Beat),Jawsh 685,2020,171.37400000000002,0.23399999999999999,0.767,0.0,-8.52,0.26899999999999996,150.076,0.48100000000000004,0.0803,0.7609999999999999,4.0,97
620,Blueberry Faygo,Lil Mosey,2020,162.546,0.207,0.774,0.0,-7.909,0.132,99.03399999999999,0.5539999999999999,0.0383,0.349,4.0,88
621,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2020,201.6,0.0221,0.49,3.77e-06,-5.655,0.259,99.7,0.618,0.10400000000000001,0.28600000000000003,4.0,92
622,Midnight Sky,Miley Cyrus,2020,223.27900000000002,0.00115,0.705,0.00312,-5.466,0.203,110.0,0.8140000000000001,0.0346,0.259,4.0,86
623,Roses - Imanbek Remix,SAINt JHN,2019,176.21800000000005,0.0149,0.785,0.00432,-5.4570000000000025,0.285,121.962,0.721,0.0506,0.894,4.0,80
624,Go Crazy,Chris Brown,2020,176.96,0.316,0.755,0.0,-8.932,0.25,94.148,0.578,0.145,0.581,4.0,92
625,GREECE (feat. Drake),DJ Khaled,2020,218.90099999999998,0.0743,0.695,1.04e-06,-10.798,0.107,85.84,0.34299999999999997,0.0432,0.22899999999999998,4.0,91
626,POPSTAR (feat. Drake),DJ Khaled,2020,200.22099999999998,0.057,0.8,0.0,-4.8180000000000005,0.134,163.071,0.56,0.261,0.45,4.0,92
627,Conversations,Juice WRLD,2020,181.66099999999997,0.17600000000000002,0.747,0.0,-5.825,0.151,159.93,0.622,0.0838,0.57,4.0,83
628,Party Girl,StaySolidRocky,2020,147.8,0.747,0.73,0.0,-9.863999999999999,0.0988,130.09,0.439,0.0609,0.615,4.0,76
629,cardigan,Taylor Swift,2020,239.56,0.537,0.613,0.00034500000000000004,-8.588,0.25,130.033,0.581,0.0424,0.551,4.0,93
630,We Paid (feat. 42 Dugg),Lil Baby,2020,181.929,0.135,0.9259999999999999,0.0,-5.064,0.0877,135.14,0.542,0.293,0.564,4.0,87
631,if i were u (with Lauv),blackbear,2020,186.468,0.14400000000000002,0.6659999999999999,0.0,-5.6129999999999995,0.18899999999999997,82.992,0.628,0.0623,0.767,4.0,33
632,The Box,Roddy Ricch,2019,196.652,0.10400000000000001,0.8959999999999999,0.0,-6.687,0.79,116.971,0.586,0.0559,0.642,4.0,92
633,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2020,160.21200000000005,0.29100000000000004,0.701,0.0,-6.313,0.11199999999999999,90.00299999999999,0.65,0.10400000000000001,0.647,4.0,83
634,death bed (coffee for your head),Powfu,2020,173.333,0.731,0.726,0.0,-8.765,0.696,144.026,0.431,0.135,0.348,4.0,95
635,Be Like That - feat. Swae Lee & Khalid,Kane Brown,2020,191.40599999999998,0.0469,0.727,2.58e-05,-8.415,0.126,86.97,0.626,0.0726,0.322,4.0,87
636,Tap In,Saweetie,2020,139.41299999999998,0.00576,0.9540000000000001,0.0004980000000000001,-7.117000000000001,0.0754,100.036,0.696,0.204,0.4320000000000001,4.0,85
637,my future,Billie Eilish,2020,208.155,0.795,0.444,0.132,-10.956,0.35200000000000004,104.745,0.309,0.062,0.0875,4.0,92
638,exile (feat. Bon Iver),Taylor Swift,2020,285.634,0.778,0.298,5.6200000000000004e-05,-8.426,0.11,75.602,0.38,0.0287,0.152,4.0,92
639,Rags2Riches 2 (feat. Lil Baby),Rod Wave,2020,235.987,0.147,0.8740000000000001,0.0,-9.628,0.124,118.00399999999999,0.44299999999999995,0.24100000000000002,0.298,4.0,82
640,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2020,197.76,0.114,0.825,0.0,-7.47,0.102,145.115,0.45799999999999996,0.0577,0.161,4.0,87
641,All Girls Are The Same,Juice WRLD,2018,165.81900000000005,0.0769,0.6709999999999999,0.000335,-7.226,0.0856,161.989,0.529,0.307,0.203,4.0,87
642,Lucid Dreams,Juice WRLD,2018,239.835,0.349,0.511,0.0,-7.23,0.34,83.90299999999998,0.5660000000000001,0.2,0.218,4.0,90
643,Circles,Post Malone,2019,215.28,0.192,0.695,0.00244,-3.497,0.0863,120.042,0.762,0.0395,0.5529999999999999,4.0,91
644,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2019,157.56,0.5329999999999999,0.755,0.0,-4.368,0.0685,89.96,0.522,0.0575,0.925,4.0,83
645,the 1,Taylor Swift,2020,210.25099999999998,0.757,0.777,7.28e-06,-6.942,0.10800000000000001,139.88299999999998,0.35700000000000004,0.0522,0.172,4.0,90
646,Got It On Me,Pop Smoke,2020,164.579,0.00815,0.688,1.65e-05,-7.257999999999999,0.095,88.834,0.647,0.19,0.195,4.0,88
647,Electric Love,BØRNS,2015,218.106,0.00543,0.611,0.00137,-7.6270000000000024,0.26,120.041,0.797,0.0533,0.518,4.0,87
648,Righteous,Juice WRLD,2020,242.18,0.0417,0.706,0.0,-7.426,0.129,142.94799999999995,0.625,0.0314,0.225,4.0,82
649,Robbery,Juice WRLD,2019,240.05,0.32799999999999996,0.685,0.0,-5.122000000000001,0.153,159.966,0.6920000000000001,0.0457,0.578,5.0,88
650,hot girl bummer,blackbear,2020,188.343,0.125,0.782,0.0,-7.106,0.385,129.99200000000002,0.5589999999999999,0.0767,0.685,1.0,21
651,21,Polo G,2020,163.797,0.149,0.7829999999999999,0.0,-10.645999999999999,0.10099999999999999,176.02700000000004,0.479,0.541,0.5329999999999999,4.0,86
652,my ex's best friend (with blackbear),Machine Gun Kelly,2020,138.97,0.00391,0.728,0.0,-5.096,0.152,124.934,0.685,0.0433,0.33,4.0,84
